VAR_CODE;VAR_LIB;MOD_CODE;MOD_LIB
CHFL;"Chauffage central du logement (France métropolitaine)";X;"Hors logement ordinaire (DOM et France métropolitaine)"
CHFL;"Chauffage central du logement (France métropolitaine)";Z;"Logement ordinaire DOM"
CHOS;"Chauffe-eau solaire (DOM)";1;"Présence de chauffe-eau solaire"
CHOS;"Chauffe-eau solaire (DOM)";2;"Absence de chauffe-eau solaire"
CHOS;"Chauffe-eau solaire (DOM)";X;"Hors logement ordinaire (DOM et France métropolitaine)"
CHOS;"Chauffe-eau solaire (DOM)";Z;"Logement ordinaire France métropolitaine"
CLIM;"Existence d'au moins une pièce climatisée (DOM)";1;"Avec pièce climatisée"
CLIM;"Existence d'au moins une pièce climatisée (DOM)";2;"Sans pièce climatisée"
CLIM;"Existence d'au moins une pièce climatisée (DOM)";X;"Hors logement ordinaire (DOM et France métropolitaine)"
CLIM;"Existence d'au moins une pièce climatisée (DOM)";Z;"Logement ordinaire France métropolitaine"
CMBL;"Combustible principal du logement (France métropolitaine)";1;"Chauffage urbain"
CMBL;"Combustible principal du logement (France métropolitaine)";2;"Gaz de ville ou de réseau"
CMBL;"Combustible principal du logement (France métropolitaine)";3;"Fioul (mazout)"
CMBL;"Combustible principal du logement (France métropolitaine)";4;"Électricité"
CMBL;"Combustible principal du logement (France métropolitaine)";5;"Gaz en bouteilles ou en citerne"
CMBL;"Combustible principal du logement (France métropolitaine)";6;"Autre"
CMBL;"Combustible principal du logement (France métropolitaine)";X;"Hors logement ordinaire (DOM et France métropolitaine)"
CMBL;"Combustible principal du logement (France métropolitaine)";Z;"Logement ordinaire DOM"
CUIS;"Cuisine intérieure avec évier (DOM)";1;"Présence de cuisine intérieure avec évier"
CUIS;"Cuisine intérieure avec évier (DOM)";2;"Absence de cuisine intérieure avec évier"
CUIS;"Cuisine intérieure avec évier (DOM)";X;"Hors logement ordinaire (DOM et France métropolitaine)"
CUIS;"Cuisine intérieure avec évier (DOM)";Z;"Logement ordinaire France métropolitaine"
DEROU;"Nombre de deux-roues à moteur du ménage (DOM)";0;"Aucun deux-roues à moteur"
DEROU;"Nombre de deux-roues à moteur du ménage (DOM)";1;"Un seul deux-roues à moteur"
DEROU;"Nombre de deux-roues à moteur du ménage (DOM)";2;"Deux deux-roues à moteur"
DEROU;"Nombre de deux-roues à moteur du ménage (DOM)";3;"Trois deux-roues à moteur ou plus"
DEROU;"Nombre de deux-roues à moteur du ménage (DOM)";U;"Hors logement ordinaire (DOM et France métropolitaine)"
DEROU;"Nombre de deux-roues à moteur du ménage (DOM)";X;"Logement ordinaire inoccupé (DOM)"
DEROU;"Nombre de deux-roues à moteur du ménage (DOM)";Z;"Logement ordinaire France métropolitaine"
DIPLM_15;"Diplôme le plus élevé obtenu (personne de référence du ménage)";A;"Aucun diplôme ou au mieux BEPC, brevet des collèges, DNB"
DIPLM_15;"Diplôme le plus élevé obtenu (personne de référence du ménage)";B;"CAP, BEP"
DIPLM_15;"Diplôme le plus élevé obtenu (personne de référence du ménage)";C;"Baccalauréat (général, technologique, professionnel)"
DIPLM_15;"Diplôme le plus élevé obtenu (personne de référence du ménage)";D;"Diplôme d'études supérieures"
DIPLM_15;"Diplôme le plus élevé obtenu (personne de référence du ménage)";Z;"Hors champ (moins de 14 ans)"
DIPLM_15;"Diplôme le plus élevé obtenu (personne de référence du ménage)";YY;"Hors résidence principale"
EAU;"Point d'eau potable à l'intérieur du logement (DOM)";1;"Eau froide seulement"
EAU;"Point d'eau potable à l'intérieur du logement (DOM)";2;"Eau froide et chaude"
EAU;"Point d'eau potable à l'intérieur du logement (DOM)";3;"Aucun point d'eau à l'intérieur du logement"
EAU;"Point d'eau potable à l'intérieur du logement (DOM)";X;"Hors logement ordinaire (DOM et France métropolitaine)"
EAU;"Point d'eau potable à l'intérieur du logement (DOM)";Z;"Logement ordinaire France métropolitaine"
EGOUL;"Mode d'évacuation des eaux usées (DOM)";1;"Raccordement au réseau d'égouts"
EGOUL;"Mode d'évacuation des eaux usées (DOM)";2;"Raccordement à une fosse septique"
EGOUL;"Mode d'évacuation des eaux usées (DOM)";3;"Raccordement à un puisard"
EGOUL;"Mode d'évacuation des eaux usées (DOM)";4;"Évacuation des eaux usées à même le sol"
EGOUL;"Mode d'évacuation des eaux usées (DOM)";X;"Hors logement ordinaire (DOM et France métropolitaine)"
EGOUL;"Mode d'évacuation des eaux usées (DOM)";Z;"Logement ordinaire France métropolitaine"
ELEC;"Électricité dans le logement (DOM)";1;"Avec électricité"
ELEC;"Électricité dans le logement (DOM)";2;"Sans électricité"
ELEC;"Électricité dans le logement (DOM)";X;"Hors logement ordinaire (DOM et France métropolitaine)"
ELEC;"Électricité dans le logement (DOM)";Z;"Logement ordinaire France métropolitaine"
EMPLM;"Condition d'emploi (personne de référence du ménage)";11;"En contrat d'apprentissage ou de professionnalisation"
EMPLM;"Condition d'emploi (personne de référence du ménage)";12;"Placés par une agence d'intérim"
EMPLM;"Condition d'emploi (personne de référence du ménage)";13;"Emplois aidés (contrat unique d'insertion, d'initiative emploi, d'accompagnement dans l'emploi, avenir, etc.)"
EMPLM;"Condition d'emploi (personne de référence du ménage)";14;"Stagiaires rémunérés en entreprise"
EMPLM;"Condition d'emploi (personne de référence du ménage)";15;"Autres emplois à durée limitée, CDD, contrat court, saisonnier, vacataire, etc."
EMPLM;"Condition d'emploi (personne de référence du ménage)";16;"Emplois sans limite de durée, CDI, titulaire de la fonction publique"
EMPLM;"Condition d'emploi (personne de référence du ménage)";21;"Non salariés : Indépendants"
EMPLM;"Condition d'emploi (personne de référence du ménage)";22;"Non salariés : Employeurs"
EMPLM;"Condition d'emploi (personne de référence du ménage)";23;"Non salariés : Aides familiaux"
EMPLM;"Condition d'emploi (personne de référence du ménage)";YY;"Hors résidence principale"
EMPLM;"Condition d'emploi (personne de référence du ménage)";ZZ;"Sans objet (sans emploi)"
GARL;"Emplacement réservé de stationnement";1;"Avec emplacement(s) de stationnement"
GARL;"Emplacement réservé de stationnement";2;"Sans emplacement de stationnement"
GARL;"Emplacement réservé de stationnement";Z;"Hors logement ordinaire"
HLML;"Appartenance du logement à un organisme HLM";1;"Logement appartenant à un organisme HLM"
HLML;"Appartenance du logement à un organisme HLM";2;"Logement n'appartenant pas à un organisme HLM"
HLML;"Appartenance du logement à un organisme HLM";Z;"Hors logement ordinaire"
ILETUDM;"Indicateur du lieu d'études (personne de référence du ménage)";1;"Dans la commune de résidence actuelle"
ILETUDM;"Indicateur du lieu d'études (personne de référence du ménage)";2;"Dans une autre commune du département de résidence"
ILETUDM;"Indicateur du lieu d'études (personne de référence du ménage)";3;"Dans un autre département de la région de résidence"
ILETUDM;"Indicateur du lieu d'études (personne de référence du ménage)";4;"Hors de la région de résidence actuelle : en métropole"
ILETUDM;"Indicateur du lieu d'études (personne de référence du ménage)";5;"Hors de la région de résidence actuelle : dans un DOM"
ILETUDM;"Indicateur du lieu d'études (personne de référence du ménage)";6;"Hors de la région de résidence actuelle : dans une COM"
ILETUDM;"Indicateur du lieu d'études (personne de référence du ménage)";7;"À l'étranger"
ILETUDM;"Indicateur du lieu d'études (personne de référence du ménage)";Z;"Sans objet (pas d'inscription dans un établissement d'enseignement)"
ILETUDM;"Indicateur du lieu d'études (personne de référence du ménage)";Y;"Hors résidence principale"
ILTM;"Indicateur de lieu de travail (personne de référence du ménage)";1;"Dans la commune de résidence actuelle"
ILTM;"Indicateur de lieu de travail (personne de référence du ménage)";2;"Dans une autre commune du département de résidence"
ILTM;"Indicateur de lieu de travail (personne de référence du ménage)";3;"Dans un autre département de la région de résidence"
ILTM;"Indicateur de lieu de travail (personne de référence du ménage)";4;"Hors de la région de résidence actuelle : en métropole"
ILTM;"Indicateur de lieu de travail (personne de référence du ménage)";5;"Hors de la région de résidence actuelle : dans un DOM"
ILTM;"Indicateur de lieu de travail (personne de référence du ménage)";6;"Hors de la région de résidence actuelle : dans une COM"
ILTM;"Indicateur de lieu de travail (personne de référence du ménage)";7;"À l'étranger"
ILTM;"Indicateur de lieu de travail (personne de référence du ménage)";Z;"Sans objet (sans emploi)"
ILTM;"Indicateur de lieu de travail (personne de référence du ménage)";Y;"Hors résidence principale"
IMMIM;"Situation quant à l'immigration (personne de référence du ménage)";1;"Immigrés"
IMMIM;"Situation quant à l'immigration (personne de référence du ménage)";2;"Non immigrés"
IMMIM;"Situation quant à l'immigration (personne de référence du ménage)";Y;"Hors résidence principale"
INAIM;"Indicateur du lieu de naissance (personne de référence du ménage)";1;"Dans le département de résidence actuelle"
INAIM;"Indicateur du lieu de naissance (personne de référence du ménage)";2;"Dans un autre département de la région de résidence actuelle"
INAIM;"Indicateur du lieu de naissance (personne de référence du ménage)";3;"Hors de la région de résidence actuelle : en métropole"
INAIM;"Indicateur du lieu de naissance (personne de référence du ménage)";4;"Hors de la région de résidence actuelle : dans un DOM"
INAIM;"Indicateur du lieu de naissance (personne de référence du ménage)";5;"Hors de la région de résidence actuelle : dans un TOM-COM"
INAIM;"Indicateur du lieu de naissance (personne de référence du ménage)";6;"À l'étranger"
INAIM;"Indicateur du lieu de naissance (personne de référence du ménage)";Y;"Hors résidence principale"
INEEM;"Nombre d'élèves, étudiants ou stagiaires âgés de 14 ans ou plus du ménage";Y;"Hors résidence principale"
INEEM;"Nombre d'élèves, étudiants ou stagiaires âgés de 14 ans ou plus du ménage";Z;"Hors logement ordinaire"
INP11M;"Nombre de personnes âgées de 11 ans ou moins du ménage";Y;"Hors résidence principale"
INP16M;"Nombre de personnes âgées de 16 ans ou moins du ménage";Y;"Hors résidence principale"
INP18M;"Nombre de personnes âgées de 18 ans ou moins du ménage";Y;"Hors résidence principale"
INP19M;"Nombre de personnes âgées de 19 ans ou plus du ménage";Y;"Hors résidence principale"
INP24M;"Nombre de personnes âgées de 24 ans ou moins du ménage";Y;"Hors résidence principale"
INP3M;"Nombre de personnes âgées de 3 ans ou moins du ménage";Y;"Hors résidence principale"
INP60M;"Nombre de personnes âgées de 60 ans ou plus du ménage";Y;"Hors résidence principale"
INP65M;"Nombre de personnes âgées de 65 ans ou plus du ménage";Y;"Hors résidence principale"
INP6M;"Nombre de personnes âgées de 6 ans ou moins du ménage";Y;"Hors résidence principale"
INP75M;"Nombre de personnes âgées de 75 ans ou plus du ménage";Y;"Hors résidence principale"
INPAM;"Nombre de personnes actives du ménage";Y;"Hors résidence principale"
INPER;"Nombre de personnes du ménage";Y;"Hors résidence principale"
INPER;"Nombre de personnes du ménage";Z;"Hors logement ordinaire"
INPER1;"Nombre de personnes du ménage, de sexe masculin";Y;"Hors résidence principale"
INPER2;"Nombre de personnes du ménage, de sexe féminin";Y;"Hors résidence principale"
INPOM;"Nombre de personnes actives ayant un emploi du ménage";Y;"Hors résidence principale"
INPOM;"Nombre de personnes actives ayant un emploi du ménage";Z;"Hors logement ordinaire"
INPSM;"Nombre de personnes scolarisées du ménage";Y;"Hors résidence principale"
INPSM;"Nombre de personnes scolarisées du ménage";Z;"Hors logement ordinaire"
IPONDL;"Poids du logement"
IRANM;"Indicateur du lieu de résidence antérieure au 1er janvier de l'annéee précédente de la personne de référence du ménage";1;"Dans le même logement"
IRANM;"Indicateur du lieu de résidence antérieure au 1er janvier de l'annéee précédente de la personne de référence du ménage";2;"Dans un autre logement de la même commune"
IRANM;"Indicateur du lieu de résidence antérieure au 1er janvier de l'annéee précédente de la personne de référence du ménage";3;"Dans une autre commune du département"
IRANM;"Indicateur du lieu de résidence antérieure au 1er janvier de l'annéee précédente de la personne de référence du ménage";4;"Dans un autre département de la région"
IRANM;"Indicateur du lieu de résidence antérieure au 1er janvier de l'annéee précédente de la personne de référence du ménage";5;"Hors de la région de résidence actuelle : en métropole"
IRANM;"Indicateur du lieu de résidence antérieure au 1er janvier de l'annéee précédente de la personne de référence du ménage";6;"Hors de la région de résidence actuelle : dans un DOM"
IRANM;"Indicateur du lieu de résidence antérieure au 1er janvier de l'annéee précédente de la personne de référence du ménage";7;"Hors de la région de résidence actuelle : dans un TOM-COM"
IRANM;"Indicateur du lieu de résidence antérieure au 1er janvier de l'annéee précédente de la personne de référence du ménage";8;"À l'étranger dans l'Union Européenne (28 pays membres)"
IRANM;"Indicateur du lieu de résidence antérieure au 1er janvier de l'annéee précédente de la personne de référence du ménage";9;"À l'étranger hors Union Européenne"
IRANM;"Indicateur du lieu de résidence antérieure au 1er janvier de l'annéee précédente de la personne de référence du ménage";Y;"Hors résidence principale"
IRANM;"Indicateur du lieu de résidence antérieure au 1er janvier de l'annéee précédente de la personne de référence du ménage";Z;"Hors logement ordinaire"
METRODOM;"Indicateur Métropole ou DOM du lieu de résidence";M;"France métropolitaine"
METRODOM;"Indicateur Métropole ou DOM du lieu de résidence";D;"DOM"
NBPI;"Nombre de pièces du logement";01;"1 pièce"
NBPI;"Nombre de pièces du logement";02;"2 pièces"
NBPI;"Nombre de pièces du logement";03;"3 pièces"
NBPI;"Nombre de pièces du logement";04;"4 pièces"
NBPI;"Nombre de pièces du logement";05;"5 pièces"
NBPI;"Nombre de pièces du logement";06;"6 pièces"
NBPI;"Nombre de pièces du logement";07;"7 pièces"
NBPI;"Nombre de pièces du logement";08;"8 pièces"
NBPI;"Nombre de pièces du logement";09;"9 pièces"
NBPI;"Nombre de pièces du logement";10;"10 pièces"
NBPI;"Nombre de pièces du logement";11;"11 pièces"
NBPI;"Nombre de pièces du logement";12;"12 pièces"
NBPI;"Nombre de pièces du logement";13;"13 pièces"
NBPI;"Nombre de pièces du logement";14;"14 pièces"
NBPI;"Nombre de pièces du logement";15;"15 pièces"
NBPI;"Nombre de pièces du logement";16;"16 pièces"
NBPI;"Nombre de pièces du logement";17;"17 pièces"
NBPI;"Nombre de pièces du logement";18;"18 pièces"
NBPI;"Nombre de pièces du logement";19;"19 pièces"
NBPI;"Nombre de pièces du logement";20;"20 pièces et plus"
NBPI;"Nombre de pièces du logement";ZZ;"Hors logement ordinaire"
RECHM;"Ancienneté de recherche d'emploi (personne de référence du ménage)";0;"Ne recherche pas d'emploi"
RECHM;"Ancienneté de recherche d'emploi (personne de référence du ménage)";1;"Cherche un emploi depuis moins d'un an"
RECHM;"Ancienneté de recherche d'emploi (personne de référence du ménage)";2;"Cherche un emploi depuis plus d'un an"
RECHM;"Ancienneté de recherche d'emploi (personne de référence du ménage)";9;"Non déclaré (inactif)"
RECHM;"Ancienneté de recherche d'emploi (personne de référence du ménage)";Z;"Sans objet (en emploi)"
RECHM;"Ancienneté de recherche d'emploi (personne de référence du ménage)";Y;"Hors résidence principale"
REGION;"Région du lieu de résidence";01;"Guadeloupe"
REGION;"Région du lieu de résidence";02;"Martinique"
REGION;"Région du lieu de résidence";03;"Guyane"
REGION;"Région du lieu de résidence";04;"La Réunion"
REGION;"Région du lieu de résidence";11;"Île-de-France"
REGION;"Région du lieu de résidence";24;"Centre-Val de Loire"
REGION;"Région du lieu de résidence";27;"Bourgogne-Franche-Comté"
REGION;"Région du lieu de résidence";28;"Normandie"
REGION;"Région du lieu de résidence";32;"Hauts-de-France"
REGION;"Région du lieu de résidence";44;"Grand Est"
REGION;"Région du lieu de résidence";52;"Pays de la Loire"
REGION;"Région du lieu de résidence";53;"Bretagne"
REGION;"Région du lieu de résidence";75;"Nouvelle-Aquitaine"
REGION;"Région du lieu de résidence";76;"Occitanie"
REGION;"Région du lieu de résidence";84;"Auvergne-Rhône-Alpes"
REGION;"Région du lieu de résidence";93;"Provence-Alpes-Côte d'Azur"
REGION;"Région du lieu de résidence";94;"Corse"
SANI;"Installations sanitaires (France métropolitaine)";0;"Ni baignoire, ni douche"
SANI;"Installations sanitaires (France métropolitaine)";1;"Baignoire ou douche hors pièce réservée"
SANI;"Installations sanitaires (France métropolitaine)";2;"Salle(s) de bains (avec douche ou baignoire)"
SANI;"Installations sanitaires (France métropolitaine)";X;"Hors logement ordinaire (DOM et France métropolitaine)"
SANI;"Installations sanitaires (France métropolitaine)";Z;"Logement ordinaire DOM"
SANIDOM;"Installations sanitaires (DOM)";11;"Avec baignoire ou douche et avec WC à l'intérieur"
SANIDOM;"Installations sanitaires (DOM)";12;"Avec baignoire ou douche mais sans WC à l'intérieur"
SANIDOM;"Installations sanitaires (DOM)";21;"Sans baignoire ni douche mais avec WC à l'intérieur"
SANIDOM;"Installations sanitaires (DOM)";22;"Sans baignoire ni douche, ni WC à l'intérieur"
SANIDOM;"Installations sanitaires (DOM)";XX;"Hors logement ordinaire (DOM et France métropolitaine)"
SANIDOM;"Installations sanitaires (DOM)";ZZ;"Logement ordinaire France métropolitaine"
SEXEM;"Sexe de la personne de référence du ménage";1;"Hommes"
SEXEM;"Sexe de la personne de référence du ménage";2;"Femmes"
SEXEM;"Sexe de la personne de référence du ménage";Y;"Hors résidence principale"
STAT_CONJM;"Statut conjugal de la personne de référence du ménage";A;"Marié(e)"
STAT_CONJM;"Statut conjugal de la personne de référence du ménage";B;"Non marié(e)"
STAT_CONJM;"Statut conjugal de la personne de référence du ménage";Y;"Hors résidence principale"
STOCD;"Statut d'occupation détaillé du logement";00;"Logement ordinaire inoccupé"
STOCD;"Statut d'occupation détaillé du logement";10;"Propriétaire"
STOCD;"Statut d'occupation détaillé du logement";21;"Locataire ou sous-locataire d'un logement loué vide non HLM"
STOCD;"Statut d'occupation détaillé du logement";22;"Locataire ou sous-locataire d'un logement loué vide HLM"
STOCD;"Statut d'occupation détaillé du logement";23;"Locataire ou sous-locataire d'un logement loué meublé ou d'une chambre d'hôtel"
STOCD;"Statut d'occupation détaillé du logement";30;"Logé gratuitement"
STOCD;"Statut d'occupation détaillé du logement";ZZ;"Hors logement ordinaire"
SURF;"Superficie du logement";1;"Moins de 30 m²"
SURF;"Superficie du logement";2;"De 30 à moins de 40 m²"
SURF;"Superficie du logement";3;"De 40 à moins de 60 m²"
SURF;"Superficie du logement";4;"De 60 à moins de 80 m²"
SURF;"Superficie du logement";5;"De 80 à moins de 100 m²"
SURF;"Superficie du logement";6;"De 100 à moins de 120 m²"
SURF;"Superficie du logement";7;"120 m² ou plus"
SURF;"Superficie du logement";Z;"Hors logement ordinaire"
TACTM;"Type d'activité de la personne de référence du ménage";11;"Actifs ayant un emploi, y compris sous apprentissage ou en stage rémunéré"
TACTM;"Type d'activité de la personne de référence du ménage";12;"Chômeurs"
TACTM;"Type d'activité de la personne de référence du ménage";21;"Retraités ou préretraités"
TACTM;"Type d'activité de la personne de référence du ménage";22;"Élèves, étudiants, stagiaires non rémunérés de 14 ans ou plus"
TACTM;"Type d'activité de la personne de référence du ménage";23;"Moins de 14 ans"
TACTM;"Type d'activité de la personne de référence du ménage";24;"Femmes ou hommes au foyer"
TACTM;"Type d'activité de la personne de référence du ménage";25;"Autres inactifs"
TACTM;"Type d'activité de la personne de référence du ménage";YY;"Hors résidence principale"
TACTM;"Type d'activité de la personne de référence du ménage";ZZ;"Hors logement ordinaire"
TPM;"Temps de travail (personne de référence du ménage)";1;"Temps complet"
TPM;"Temps de travail (personne de référence du ménage)";2;"Temps partiel"
TPM;"Temps de travail (personne de référence du ménage)";Z;"Sans objet (sans emploi)"
TPM;"Temps de travail (personne de référence du ménage)";Y;"Hors résidence principale"
TRANSM;"Mode de transport principal le plus souvent utilisé pour aller travailler (personne de référence du ménage)";1;"Pas de transport"
TRANSM;"Mode de transport principal le plus souvent utilisé pour aller travailler (personne de référence du ménage)";2;"Marche à pied"
TRANSM;"Mode de transport principal le plus souvent utilisé pour aller travailler (personne de référence du ménage)";3;"Deux roues"
TRANSM;"Mode de transport principal le plus souvent utilisé pour aller travailler (personne de référence du ménage)";4;"Voiture, camion, fourgonnette"
TRANSM;"Mode de transport principal le plus souvent utilisé pour aller travailler (personne de référence du ménage)";5;"Transports en commun"
TRANSM;"Mode de transport principal le plus souvent utilisé pour aller travailler (personne de référence du ménage)";Z;"Sans objet (sans emploi)"
TRANSM;"Mode de transport principal le plus souvent utilisé pour aller travailler (personne de référence du ménage)";Y;"Hors résidence principale"
TRIRIS;"Code TRIRIS du lieu de résidence"
TYPC;"Type de construction";1;"Bâtiment d'habitation d'un seul logement isolé"
TYPC;"Type de construction";2;"Bâtiment d'habitation d'un seul logement jumelé ou groupé de toute autre façon"
TYPC;"Type de construction";3;"Bâtiment d'habitation de 2 logements ou plus"
TYPC;"Type de construction";4;"Bâtiment à usage autre qu'habitation"
TYPC;"Type de construction";5;"Construction provisoire"
TYPC;"Type de construction";Z;"Hors logement ordinaire"
TYPL;"Type de logement";1;"Maison"
TYPL;"Type de logement";2;"Appartement"
TYPL;"Type de logement";3;"Logement-foyer"
TYPL;"Type de logement";4;"Chambre d'hôtel"
TYPL;"Type de logement";5;"Habitation de fortune"
TYPL;"Type de logement";6;"Pièce indépendante (ayant sa propre entrée)"
TYPL;"Type de logement";Z;"Hors logement ordinaire"
VOIT;"Nombre de voitures du ménage";0;"Aucune voiture"
VOIT;"Nombre de voitures du ménage";1;"Une seule voiture"
VOIT;"Nombre de voitures du ménage";2;"Deux voitures"
VOIT;"Nombre de voitures du ménage";3;"Trois voitures ou plus"
VOIT;"Nombre de voitures du ménage";X;"Logement ordinaire inoccupé"
VOIT;"Nombre de voitures du ménage";Z;"Hors logement ordinaire"
WC;"Présence de W.-C. à l'intérieur du logement (DOM)";1;"Avec W.-C. à l'intérieur du logement"
WC;"Présence de W.-C. à l'intérieur du logement (DOM)";2;"Sans W.-C. à l'intérieur du logement"
WC;"Présence de W.-C. à l'intérieur du logement (DOM)";X;"Hors logement ordinaire (DOM et France métropolitaine)"
WC;"Présence de W.-C. à l'intérieur du logement (DOM)";Z;"Logement ordinaire France métropolitaine"

